,panhandle,selinda,khwai,maunachira,nqoga,thaoge,xudum,boro
2013-08-13 00:00:00,767.25,314.75,274.5,1012.0,1119.0,202.25,1639.25,1559.75
2013-08-21 00:00:00,758.0,296.75,271.75,1006.0,1112.25,179.5,1600.25,1528.25
2013-08-29 00:00:00,733.25,252.75,256.0,968.25,1090.0,157.75,1508.0,1443.5
2013-09-06 00:00:00,709.5,211.0,241.0,942.25,1076.75,134.75,1419.25,1369.5
2013-09-14 00:00:00,717.0,196.25,265.0,971.25,1093.75,154.0,1487.0,1478.75
2013-09-22 00:00:00,691.0,184.0,276.5,965.5,1084.0,114.75,1312.5,1271.5
2013-09-30 00:00:00,684.0,165.75,264.5,948.0,1069.25,106.5,1235.5,1207.25
2013-10-08 00:00:00,674.25,154.5,282.5,948.25,1063.5,99.25,1180.25,1174.25
2013-10-16 00:00:00,673.0,151.0,297.75,970.25,1068.0,95.75,1165.75,1188.25
2013-10-24 00:00:00,654.75,129.5,298.75,976.0,1064.5,82.0,1119.75,1154.25
2013-11-01 00:00:00,678.0,120.0,295.75,941.25,1058.5,74.5,1008.25,1041.25
2014-03-30 00:00:00,899.75,354.75,542.75,1112.75,1111.75,136.0,1556.0,1458.0
2014-04-07 00:00:00,913.75,347.75,440.25,1052.75,1133.25,174.5,1560.25,1395.25
2014-04-15 00:00:00,922.75,323.0,338.0,971.75,1128.0,188.25,1525.0,1349.25
2014-04-23 00:00:00,947.0,313.5,283.0,897.75,1151.0,218.25,1543.25,1393.75
2014-05-01 00:00:00,951.75,325.25,296.75,872.75,1172.75,243.25,1539.5,1389.75
2014-05-09 00:00:00,947.5,316.25,205.75,714.5,1173.5,268.0,1519.75,1312.5
2014-05-17 00:00:00,942.0,363.0,210.5,773.25,1204.75,323.75,1620.0,1443.75
2014-05-25 00:00:00,931.0,389.5,173.25,792.75,1207.0,370.5,1706.25,1571.25
2014-06-02 00:00:00,928.25,420.75,223.0,904.0,1213.75,406.25,1836.0,1689.0
2014-06-10 00:00:00,925.0,428.25,221.25,922.5,1205.75,415.75,1864.75,1742.75
2014-06-18 00:00:00,910.25,435.0,231.0,960.25,1197.25,413.25,1915.75,1800.5
2014-06-26 00:00:00,897.0,457.5,257.5,1026.0,1189.0,418.5,2002.25,1880.0
2014-07-04 00:00:00,880.5,442.5,253.75,1003.75,1168.75,411.5,2022.5,1908.0
2014-07-12 00:00:00,860.5,436.75,263.5,1014.0,1159.0,400.0,2025.0,1927.75
2014-07-20 00:00:00,852.0,442.25,295.5,1038.5,1156.75,398.25,2052.25,1961.25
2014-07-28 00:00:00,834.25,419.75,301.0,1013.0,1140.5,381.25,2048.5,1949.0
2014-08-05 00:00:00,812.25,397.0,310.75,1010.5,1134.75,360.75,2018.0,1905.0
2014-08-13 00:00:00,809.0,389.5,333.75,1028.0,1133.0,350.0,2040.5,1893.5
2014-08-21 00:00:00,791.5,361.75,327.5,1020.5,1119.75,326.25,1997.0,1852.75
2014-08-29 00:00:00,761.0,328.25,313.75,982.0,1099.75,287.75,1907.5,1778.25
2014-09-06 00:00:00,738.25,303.0,332.75,976.75,1088.25,259.0,1877.75,1744.0
2014-09-14 00:00:00,721.75,266.25,342.0,966.75,1076.75,224.0,1824.25,1686.0
2014-09-22 00:00:00,702.0,230.5,344.25,966.75,1067.5,186.5,1737.0,1611.5
2014-09-30 00:00:00,685.25,208.5,340.0,946.75,1066.5,161.5,1700.0,1548.5
2014-10-08 00:00:00,662.0,172.0,337.25,940.5,1046.75,111.5,1600.5,1440.0
2014-10-16 00:00:00,659.25,155.5,330.75,919.25,1046.0,100.75,1522.0,1346.5
2014-10-24 00:00:00,652.5,142.75,309.0,888.0,1040.0,81.25,1317.5,1175.0
2015-02-26 00:00:00,900.25,153.75,365.0,868.25,1074.0,39.75,458.5,482.5
2015-03-06 00:00:00,911.25,169.75,307.75,850.0,1084.75,41.75,452.5,433.75
2015-03-14 00:00:00,911.5,184.25,265.25,818.0,1088.5,44.75,484.5,425.25
2015-04-07 00:00:00,918.75,421.75,434.25,1112.0,1198.5,201.25,1142.25,1082.75
2015-04-15 00:00:00,914.0,426.0,371.25,1103.0,1189.75,205.5,1246.5,1203.5
2015-04-23 00:00:00,917.0,448.75,389.0,1125.75,1196.5,219.0,1398.75,1348.5
2015-05-01 00:00:00,917.0,441.75,370.0,1117.25,1192.75,214.25,1390.25,1331.5
2015-05-17 00:00:00,907.75,454.5,334.0,1095.25,1180.75,231.5,1527.5,1478.5
2015-05-25 00:00:00,902.5,446.25,304.25,1070.75,1173.75,232.75,1548.25,1509.25
2015-06-02 00:00:00,900.25,466.0,317.75,1092.5,1180.0,245.25,1605.0,1585.5
2015-06-10 00:00:00,890.5,469.5,328.0,1093.5,1176.25,248.0,1644.0,1622.0
2015-06-18 00:00:00,878.25,467.0,310.25,1082.25,1170.5,249.75,1665.0,1632.0
2015-06-26 00:00:00,863.0,467.0,309.75,1080.0,1168.75,250.25,1697.0,1650.5
2015-07-04 00:00:00,841.0,462.75,320.25,1080.5,1161.5,249.75,1735.75,1667.5
2015-07-12 00:00:00,828.5,451.5,308.0,1070.25,1155.25,241.0,1721.0,1658.75
2015-07-20 00:00:00,818.0,447.75,324.0,1080.0,1154.5,243.5,1744.5,1671.25
2015-07-28 00:00:00,806.5,436.0,334.75,1080.0,1146.25,225.0,1729.75,1646.25
2015-08-05 00:00:00,798.25,423.25,347.75,1084.0,1139.5,218.5,1726.5,1634.25
2015-08-13 00:00:00,766.0,382.0,339.5,1059.0,1123.5,189.75,1665.5,1554.75
2015-08-21 00:00:00,778.0,368.25,340.5,1050.5,1122.25,178.75,1658.5,1522.25
2015-08-29 00:00:00,788.5,394.0,338.5,1043.0,1117.5,164.5,1634.0,1474.5
2015-09-14 00:00:00,743.0,300.25,348.25,1047.75,1106.75,149.0,1546.5,1356.75
2015-09-22 00:00:00,715.5,252.0,359.5,1043.75,1082.25,118.75,1477.75,1265.75
2015-10-16 00:00:00,695.25,294.75,353.0,983.25,1031.0,70.5,1149.0,1010.75
2015-10-24 00:00:00,674.5,215.5,344.25,979.0,1030.0,63.75,1089.25,952.5
2015-11-01 00:00:00,676.0,113.75,334.25,972.25,1034.0,59.0,1012.75,929.0
2015-11-09 00:00:00,692.5,120.0,326.25,970.0,1044.5,65.25,904.0,851.75
2016-04-06 00:00:00,887.5,203.5,205.75,748.0,1087.5,42.25,480.75,324.75
2016-04-14 00:00:00,902.75,222.0,189.25,744.75,1099.25,52.0,579.75,420.25
2016-04-22 00:00:00,919.75,232.5,157.75,737.75,1107.0,51.75,606.75,448.75
2016-05-08 00:00:00,933.75,277.25,127.25,756.25,1147.75,77.25,762.25,585.0
2016-05-16 00:00:00,925.0,305.75,132.5,786.5,1159.0,107.0,899.25,734.5
2016-05-24 00:00:00,918.75,339.25,125.5,820.5,1163.75,133.0,1019.25,884.75
2016-06-01 00:00:00,911.5,359.75,134.75,863.5,1163.5,149.25,1172.5,1055.5
2016-06-09 00:00:00,899.25,362.75,125.25,889.5,1153.75,151.25,1248.5,1151.75
2016-06-17 00:00:00,893.75,375.5,146.0,944.0,1153.0,163.75,1363.25,1260.5
2016-06-25 00:00:00,883.25,375.5,151.75,960.25,1147.25,170.0,1401.25,1331.25
2016-07-03 00:00:00,873.75,389.25,184.75,994.5,1149.5,181.75,1480.75,1400.5
2016-07-11 00:00:00,852.75,387.5,191.25,1004.25,1144.0,180.5,1499.0,1428.25
2016-07-19 00:00:00,840.5,386.0,204.5,1013.0,1139.75,179.75,1515.0,1443.25
2016-07-27 00:00:00,829.75,380.0,211.75,1011.75,1138.5,177.5,1508.25,1439.25
2016-08-04 00:00:00,815.0,377.0,230.5,1018.5,1132.75,166.0,1490.5,1427.25
2016-08-12 00:00:00,789.0,363.5,239.75,1010.75,1124.75,157.25,1483.5,1411.25
2016-08-20 00:00:00,774.0,349.75,242.75,1007.5,1115.75,146.0,1467.0,1370.25
2016-08-28 00:00:00,759.25,334.25,252.5,1003.75,1109.25,133.0,1430.75,1341.5
2016-09-05 00:00:00,753.25,310.5,259.75,992.0,1101.25,123.5,1375.75,1278.0
2016-09-13 00:00:00,767.0,347.0,257.75,977.75,1106.5,121.0,1332.5,1222.5
2016-09-21 00:00:00,750.75,375.75,254.25,953.75,1086.5,112.0,1246.5,1114.5
2016-09-29 00:00:00,727.0,268.0,249.0,947.25,1077.25,88.25,1204.5,1070.75
2016-10-07 00:00:00,700.75,230.75,252.5,930.25,1063.75,72.5,1129.25,970.0
2016-10-15 00:00:00,718.0,330.0,251.5,935.75,1061.25,85.25,1079.25,909.5
2017-03-30 00:00:00,882.25,349.25,683.5,1149.0,1149.25,221.0,1569.0,1556.0
2017-04-07 00:00:00,888.25,325.0,632.0,1108.75,1130.5,201.75,1503.0,1509.5
2017-04-15 00:00:00,886.0,295.75,533.0,1008.25,1119.75,165.75,1350.0,1349.5
2017-04-23 00:00:00,891.25,300.0,513.0,966.0,1113.5,169.75,1322.25,1308.25
2017-05-01 00:00:00,892.0,331.5,503.25,1061.75,1150.5,210.25,1425.0,1450.75
2017-05-09 00:00:00,890.25,338.0,466.75,1071.5,1145.25,207.75,1448.75,1485.75
2017-05-17 00:00:00,882.75,342.5,453.25,1045.75,1139.5,219.5,1459.5,1492.0
2017-05-25 00:00:00,872.0,338.25,355.0,1003.0,1130.25,219.0,1448.5,1464.5
2017-06-02 00:00:00,862.75,342.25,365.5,1027.25,1129.5,230.25,1500.75,1504.5
2017-06-10 00:00:00,835.5,345.0,361.5,1026.25,1126.5,239.75,1547.25,1554.0
2017-06-18 00:00:00,821.75,357.25,347.0,1038.0,1120.5,238.5,1562.25,1557.75
2017-06-26 00:00:00,793.5,346.0,323.5,1022.25,1108.75,238.5,1572.25,1553.75
2017-07-04 00:00:00,772.5,357.75,378.5,1063.25,1115.5,249.0,1634.5,1624.75
2017-07-12 00:00:00,757.25,366.0,405.0,1096.75,1119.25,252.25,1675.0,1666.75
2017-07-20 00:00:00,742.25,358.75,398.5,1090.75,1105.75,240.25,1671.75,1647.0
2017-07-28 00:00:00,713.0,343.75,405.0,1088.0,1095.5,231.5,1668.25,1631.5
2017-08-05 00:00:00,679.5,337.25,411.5,1091.5,1091.75,215.75,1655.75,1624.25
2017-08-13 00:00:00,673.25,336.25,413.5,1107.5,1094.75,214.5,1677.5,1632.75
2017-08-21 00:00:00,656.75,319.75,428.5,1111.75,1081.75,208.5,1663.0,1626.5
2017-08-29 00:00:00,624.5,282.75,415.0,1090.0,1053.0,182.25,1619.0,1558.75
2017-09-06 00:00:00,624.0,275.0,414.75,1097.25,1047.75,176.0,1607.5,1546.0
2017-09-22 00:00:00,613.5,253.75,425.5,1093.25,1008.75,136.25,1527.25,1464.75
2017-09-30 00:00:00,595.0,217.0,422.75,1077.25,992.0,112.25,1449.75,1381.0
2017-10-08 00:00:00,544.75,150.5,415.5,1078.5,979.25,95.0,1373.0,1309.0
2017-10-16 00:00:00,547.0,144.75,427.5,1074.75,985.25,96.5,1319.75,1283.75
2018-04-23 00:00:00,870.25,184.5,323.0,886.5,1043.25,42.5,361.75,347.0
2018-05-01 00:00:00,882.25,195.25,290.0,850.25,1037.25,41.0,391.75,404.5
2018-05-09 00:00:00,893.0,201.0,221.0,787.0,1037.5,45.25,465.25,432.25
2018-05-17 00:00:00,902.5,213.25,212.5,767.0,1045.5,51.25,542.75,499.25
2018-05-25 00:00:00,907.25,253.25,231.0,794.5,1070.0,65.25,649.75,585.5
2018-06-02 00:00:00,911.5,285.25,205.5,817.75,1100.5,95.0,765.5,712.0
2018-06-10 00:00:00,896.75,300.25,168.0,804.25,1102.0,110.75,863.75,810.75
2018-06-18 00:00:00,885.5,324.25,169.5,817.25,1099.5,124.0,978.5,941.0
2018-06-26 00:00:00,879.5,348.25,178.5,871.25,1102.5,146.5,1076.5,1094.25
2018-07-04 00:00:00,868.5,346.5,165.25,862.5,1086.5,142.25,1110.25,1143.5
2018-07-12 00:00:00,869.5,365.5,210.25,922.0,1095.0,152.0,1234.25,1281.75
2018-07-20 00:00:00,858.0,365.5,236.75,965.0,1099.75,177.0,1305.75,1319.0
2018-07-28 00:00:00,843.25,351.5,233.5,959.0,1088.25,152.0,1270.0,1311.25
2018-08-05 00:00:00,829.75,353.25,255.75,1000.0,1091.75,153.25,1295.0,1327.25
2018-08-13 00:00:00,819.0,348.5,273.25,999.25,1088.5,148.75,1305.0,1313.5
2018-08-21 00:00:00,818.5,354.25,291.25,1027.25,1098.5,147.25,1357.5,1351.5
2018-08-29 00:00:00,788.0,335.5,293.25,1020.5,1084.5,131.75,1295.5,1290.75
2018-09-06 00:00:00,774.25,324.75,322.0,1033.25,1084.5,125.5,1297.5,1282.5
2018-09-14 00:00:00,758.25,308.0,311.0,1004.25,1068.5,114.25,1254.75,1226.0
2018-09-22 00:00:00,746.25,286.0,271.5,958.0,1045.75,101.5,1199.25,1180.25
2018-09-30 00:00:00,704.75,245.5,299.75,961.25,1033.25,88.25,1119.5,1079.25
2018-10-08 00:00:00,695.0,237.25,296.25,953.75,1028.75,83.25,1082.5,1028.5
2018-10-16 00:00:00,663.75,218.25,283.0,930.75,1014.75,72.25,1019.5,920.0
2018-10-24 00:00:00,644.75,200.5,296.75,933.25,997.5,57.25,968.5,847.5
2018-11-01 00:00:00,641.25,181.75,299.75,935.25,992.75,42.75,931.5,788.0
2018-11-09 00:00:00,573.0,141.75,281.25,909.75,946.0,33.0,793.0,651.25
2018-11-17 00:00:00,560.0,118.5,266.5,881.25,920.5,28.0,645.0,574.0
2018-12-11 00:00:00,509.25,84.0,283.5,837.0,816.25,23.0,342.5,391.0
2018-12-19 00:00:00,511.25,88.25,253.0,850.0,830.5,20.75,284.5,355.75
2019-05-17 00:00:00,774.5,68.5,191.5,703.5,681.0,8.75,44.0,47.5
2019-06-02 00:00:00,761.75,76.75,176.75,705.5,731.25,5.0,51.75,56.75
2019-06-10 00:00:00,756.75,89.5,168.5,751.75,771.5,96.0,62.0,61.25
2019-06-18 00:00:00,740.0,83.75,163.75,724.25,757.25,5.25,61.5,64.5
2019-06-26 00:00:00,736.0,90.25,174.5,751.25,779.0,5.5,73.5,83.25
2019-07-04 00:00:00,713.75,90.25,170.5,756.25,783.25,5.5,76.25,82.25
2019-07-12 00:00:00,683.75,95.5,167.75,757.25,779.5,5.5,79.0,93.75
2019-07-20 00:00:00,670.0,97.25,170.75,782.0,794.0,5.5,86.0,108.5
2019-07-28 00:00:00,658.5,100.25,179.25,792.75,803.25,6.0,90.75,116.25
2019-08-05 00:00:00,636.5,102.5,192.25,813.75,805.0,16.75,95.75,123.75
2019-08-13 00:00:00,635.5,136.0,204.0,856.75,811.75,38.0,98.5,126.0
2019-08-21 00:00:00,615.75,103.75,211.25,846.0,807.5,5.5,99.75,127.5
2019-08-29 00:00:00,592.75,97.0,211.75,851.75,793.75,5.0,93.25,117.5
2019-09-06 00:00:00,560.5,91.75,210.25,844.25,772.5,5.5,85.25,103.75
2019-09-14 00:00:00,559.5,91.5,234.0,859.75,763.25,5.5,82.0,98.75
2019-09-30 00:00:00,508.5,105.25,228.0,860.75,707.5,7.25,59.5,75.75
2020-04-06 00:00:00,900.75,243.25,308.0,811.25,1021.75,27.25,634.75,569.25
2020-04-14 00:00:00,900.0,258.75,307.25,891.5,1028.25,30.5,758.0,704.5
2020-04-22 00:00:00,907.25,269.75,299.0,923.5,1031.75,37.25,844.75,818.0
2020-04-30 00:00:00,927.5,276.75,233.5,921.75,1034.0,39.25,877.5,878.5
2020-05-08 00:00:00,931.0,290.0,214.75,895.0,1048.5,49.25,912.75,950.75
2020-05-16 00:00:00,925.0,313.25,189.75,902.0,1075.0,69.75,961.25,1055.0
2020-05-24 00:00:00,917.75,337.25,185.25,917.0,1084.25,87.25,980.0,1163.75
2020-06-01 00:00:00,912.75,360.75,197.25,956.75,1092.75,98.25,1062.75,1280.5
2020-06-09 00:00:00,901.5,375.75,212.75,979.0,1082.5,106.25,1115.5,1343.5
2020-06-17 00:00:00,888.75,373.0,220.75,991.75,1073.25,105.25,1153.25,1361.25
2020-06-25 00:00:00,880.5,379.0,237.75,1008.25,1072.0,109.0,1217.0,1396.25
2020-07-03 00:00:00,871.0,383.75,247.0,1013.0,1066.5,109.0,1248.5,1408.0
2020-07-11 00:00:00,860.0,376.0,265.5,1018.25,1059.75,107.25,1264.75,1408.25
2020-07-19 00:00:00,848.75,372.75,269.75,1016.75,1055.0,107.75,1273.25,1391.75
2020-07-27 00:00:00,832.25,362.75,278.25,1013.25,1045.75,100.5,1286.0,1361.25
2020-08-04 00:00:00,812.5,349.25,278.5,1001.5,1029.75,92.5,1258.0,1310.0
2020-09-21 00:00:00,809.0,340.0,309.0,982.75,1000.75,58.25,1061.0,971.0
2020-10-07 00:00:00,740.0,354.75,329.75,956.0,998.5,44.75,976.5,832.25
2020-10-15 00:00:00,739.0,266.0,300.0,954.25,989.25,42.25,928.25,785.25
2020-10-23 00:00:00,702.0,244.0,285.0,923.25,971.0,33.0,838.75,654.25
2021-03-14 00:00:00,847.25,578.0,689.0,1211.0,1168.0,284.25,2109.5,1691.0
2021-04-07 00:00:00,849.5,495.25,619.75,1146.0,1082.5,217.75,1866.25,1613.0
2021-04-15 00:00:00,841.25,435.5,543.5,1072.25,1053.0,161.75,1728.5,1505.5
2021-04-23 00:00:00,842.25,406.5,517.5,1031.25,1029.75,122.75,1543.5,1423.25
2021-05-01 00:00:00,841.75,358.0,441.5,977.75,979.75,96.0,1361.5,1245.75
2021-05-09 00:00:00,838.0,323.75,417.5,899.5,954.0,68.75,1261.25,1152.25
2021-05-17 00:00:00,828.5,302.5,357.25,859.0,956.75,46.0,1185.5,1044.0
2021-05-25 00:00:00,811.25,284.5,349.5,848.75,960.25,35.25,1125.0,977.75
2021-06-02 00:00:00,779.5,253.75,288.25,786.5,939.25,26.0,966.75,795.0
2021-06-10 00:00:00,742.25,246.75,291.0,795.75,924.25,23.25,911.25,763.75
2021-06-18 00:00:00,719.25,247.0,283.0,815.75,926.5,26.0,898.5,762.5
2021-06-26 00:00:00,674.0,254.0,295.75,838.5,929.0,27.0,906.0,766.5
2021-07-04 00:00:00,665.0,272.75,311.5,883.0,946.5,31.25,962.25,810.25
2021-07-12 00:00:00,622.25,262.25,313.25,887.75,935.25,32.0,935.25,801.5
2021-07-20 00:00:00,577.0,259.25,312.0,905.5,921.75,31.0,938.0,791.5
2021-07-28 00:00:00,547.75,266.5,324.25,911.25,902.0,29.75,928.25,796.5
2021-08-05 00:00:00,540.5,282.0,333.75,932.25,906.75,30.25,981.25,859.75
2021-08-13 00:00:00,529.75,282.0,347.5,954.75,901.0,31.0,1010.5,894.5
2021-08-21 00:00:00,510.25,269.5,350.5,969.5,894.25,32.5,988.75,855.0
2021-08-29 00:00:00,492.25,241.75,339.75,958.0,873.75,57.0,960.75,782.0
2021-09-06 00:00:00,505.5,239.0,356.5,976.75,885.0,69.5,930.25,765.25
2022-04-07 00:00:00,875.5,193.5,479.25,846.0,883.75,30.5,347.5,82.0
2022-04-15 00:00:00,871.5,221.25,539.0,908.25,958.5,26.5,313.0,122.5
2022-04-23 00:00:00,863.5,215.5,473.5,784.25,968.0,24.25,272.0,186.25
2022-05-09 00:00:00,868.0,224.0,335.75,771.25,990.5,32.25,345.0,294.25
2022-05-25 00:00:00,866.25,257.0,326.0,892.25,1008.0,48.5,482.75,489.0
2022-06-02 00:00:00,860.5,267.5,295.75,913.75,1017.75,58.0,543.25,534.0
2022-06-10 00:00:00,850.0,275.25,274.75,938.5,1028.75,65.75,610.25,595.25
2022-06-18 00:00:00,831.5,264.75,223.75,883.75,1007.0,62.5,657.75,626.0
2022-06-26 00:00:00,816.75,268.25,192.5,873.0,1013.5,70.0,698.75,642.25
2022-07-12 00:00:00,796.0,303.75,340.0,1029.75,1032.0,86.0,818.25,778.25
